,material,Gap,type_gap,lattice,cbm_up,cbm_down,vbm_up,vbm_down,lexing,form-energy,,
9419,GaAlSe2+SInGaTe,0.762,Direct,3.901,0.0935,0.4843,0.6827,0.0019,2,-0.09281923,,
9420,GaAlSe2+TeGaAlS,0.302,Indirect,3.821,0.0186,0.2839,0.6955,0,2,-0.1779579,,
9421,GaAlSe2+TeGaAlSe,0.527,Indirect,3.865,0.0101,0.2936,0.6887,0,2,-0.14028801,,
9422,GaAlSe2+TeInAlS,-0.132,Indirect,3.854,0.1271,0.1697,0.7023,0,3,-0.14288448,,
9423,GaAlSe2+TeInAlSe,-0.012,Indirect,3.911,0.6891,0.0055,0.6966,0,3,-0.05572826,,
9424,GaAlSe2+TeInGaS,-0.014,Indirect,3.872,0.698,0.0019,0.7028,0,3,-0.11331573,,
9425,GaAlSe2+TeInGaSe,0.035,Direct,3.922,0.2732,0.3231,0.6987,0,5,-0.0338351,,
9426,GaAlTe2+In2SeTe,1.008,Indirect,4.155,0.464,0.1552,0.2483,0.3544,6,-0.22250291,,
9427,GaAlTe2+In2SSe,0.901,Indirect,4.039,0.5143,0.1089,0.2166,0.3773,5,-0.19596771,,
9428,GaAlTe2+In2STe,0.874,Indirect,4.117,0.5091,0.1205,0.2341,0.3617,5,-0.23037571,,
9429,GaAlTe2+InAlS2,0.997,Direct,3.942,0.4786,0.0169,0.0001,0.6731,2,0.12638901,,
9430,GaAlTe2+InAlSe2,1.199,Indirect,4.004,0.4355,0.0528,0.3932,0.2056,5,-0.12136824,,
9431,GaAlTe2+InAlTe2,0.927,Indirect,4.164,0.0735,0.3814,0.6707,0,2,-0.20010513,,
9432,GaAlTe2+InGaS2,0.243,Direct,3.958,0.5747,0.0559,0.0002,0.6717,2,0.05371835,,
9433,GaAlTe2+InGaSe2,0.74,Indirect,4.017,0.527,0.0972,0.3604,0.2649,5,-0.15688059,,
9434,GaAlTe2+InGaTe2,0.973,Indirect,4.168,0.3387,0.1731,0.3703,0.2468,6,-0.20670092,,
9435,GaAlTe2+SeGaAlS,0.97,Direct,3.918,0.5145,0.0119,0.0001,0.6783,2,0.23455358,,
9436,GaAlTe2+SeGaAlTe,1.22,Indirect,4.034,0.5222,0.0815,0.4599,0.1132,1,-0.17466034,,
9437,GaAlTe2+SeInAlS,1.153,Direct,3.972,0.4594,0.0202,0.0003,0.6694,2,-0.00179311,,
9438,GaAlTe2+SeInAlTe,1.279,Indirect,4.091,0.0563,0.4036,0.3913,0.1903,5,-0.2191802,,
9439,GaAlTe2+SeInGaS,0.396,Direct,3.994,0.5573,0.0658,0.0007,0.6649,2,-0.06050746,,
9440,GaAlTe2+SeInGaTe,1.129,Indirect,4.099,0.2533,0.2573,0.3908,0.2329,6,-0.23269927,,
9441,GaAlTe2+SGaAlSe,1.018,Direct,3.917,0.5523,0.03,0.0002,0.6784,2,0.19470077,,
9442,GaAlTe2+SGaAlTe,1.241,Indirect,3.982,0.5227,0.0818,0.4695,0.1137,1,-0.09616537,,
9443,GaAlTe2+SInAlSe,1.274,Indirect,3.975,0.4639,0.0479,0.4095,0.1819,5,-0.0472223,,
9444,GaAlTe2+SInAlTe,1.306,Indirect,4.058,0.0447,0.4105,0.4255,0.1538,5,-0.20334294,,
9445,GaAlTe2+SInGaSe,0.806,Indirect,3.991,0.5416,0.0899,0.3521,0.2662,5,-0.09183848,,
9446,GaAlTe2+SInGaTe,1.263,Indirect,4.061,0.5227,0.1209,0.4053,0.2185,5,-0.22061968,,
9447,GaAlTe2+TeGaAlS,1.075,Direct,3.992,0.4457,0.0159,0.6674,0,1,-0.05789788,,
9448,GaAlTe2+TeGaAlSe,1.251,Indirect,4.022,0.4239,0.0441,0.3793,0.2011,5,-0.15234428,,
9449,GaAlTe2+TeInAlS,0.255,Direct,4.029,0.4307,0.0313,0.6866,0,1,-0.1553562,,
9450,GaAlTe2+TeInAlSe,0.522,Direct,4.082,0.4135,0.048,0.679,0,1,-0.20860163,,
9451,GaAlTe2+TeInGaS,0.331,Direct,4.046,0.5208,0.0976,0.6877,0,1,-0.1852716,,
9452,GaAlTe2+TeInGaSe,0.54,Indirect,4.095,0.5298,0.0883,0.3503,0.2668,5,-0.22637057,,
9453,In2SeTe+In2SSe,0.398,Direct,4.109,0.5121,0.1187,0.0016,0.6778,2,-0.15326007,,
9454,In2SeTe+In2STe,0.742,Direct,4.153,0.4713,0.1682,0.0037,0.6746,5,-0.22147519,,
9455,In2SeTe+InAlS2,0.46,Direct,3.989,0.4701,0.0416,0.0002,0.6908,2,0.26152488,,
9456,In2SeTe+InAlSe2,0.792,Direct,4.064,0.4037,0.1039,0.0006,0.6827,5,-0.04364882,,
9457,In2SeTe+InAlTe2,0.817,Direct,4.214,0.091,0.5364,0.6649,0,2,-0.23748288,,
9458,In2SeTe+InGaS2,0.007,Indirect,3.998,0.011,0.6759,0.0008,0.6902,1,0.16988988,,
9459,In2SeTe+InGaSe2,0.277,Direct,4.082,0.5351,0.0906,0.0014,0.6797,2,-0.08768602,,
9460,In2SeTe+InGaTe2,0.771,Indirect,4.222,0.2943,0.3377,0.4139,0.2511,6,-0.25022962,,
9461,In2SeTe+SeGaAlS,0.353,Direct,3.96,0.5177,0.0187,0,0.6935,2,0.41677244,,
9462,In2SeTe+SeGaAlTe,0.918,Indirect,4.077,0.3015,0.3018,0.4891,0.1057,5,-0.1103536,,
9463,In2SeTe+SeInAlS,0.558,Direct,4.031,0.4644,0.0339,0.0002,0.6854,2,0.1259588,,
9464,In2SeTe+SeInAlTe,1,Indirect,4.143,0.1141,0.4995,0.4575,0.1525,5,-0.20453829,,
9465,In2SeTe+SeInGaS,0.001,Direct,4.049,0.0028,0.6805,0.5976,0.0313,2,0.05065028,,
9466,In2SeTe+SeInGaTe,0.884,Indirect,4.148,0.3098,0.31,0.4642,0.2088,6,-0.22332811,,
9467,In2SeTe+SGaAlSe,0.381,Direct,3.966,0.5181,0.053,0.0001,0.6929,2,0.37149942,,
9468,In2SeTe+SGaAlTe,0.909,Direct,4.043,0.3427,0.2536,0.0041,0.6811,5,-0.01743006,,
9469,In2SeTe+SInAlSe,0.687,Direct,4.033,0.4272,0.0975,0.0004,0.686,2,0.06369194,,
9470,In2SeTe+SInAlTe,1.093,Indirect,4.106,0.1493,0.4592,0.4728,0.1298,6,-0.16133121,,
9471,In2SeTe+SInGaSe,0.161,Direct,4.046,0.546,0.0885,0.0008,0.6847,2,0.00961442,,
9472,In2SeTe+SInGaTe,0.921,Indirect,4.12,0.3557,0.2756,0.471,0.1991,6,-0.18603855,,
9473,In2SeTe+TeGaAlS,0.867,Direct,4.034,0.4025,0.0961,0.0006,0.6849,2,0.04232951,,
9474,In2SeTe+TeGaAlSe,0.954,Direct,4.081,0.3593,0.1494,0.0007,0.6806,5,-0.08521603,,
9475,In2SeTe+TeInAlS,0.363,Direct,4.094,0.4216,0.0749,0.6785,0,1,-0.09813681,,
9476,In2SeTe+TeInAlSe,0.48,Direct,4.119,0.3643,0.1333,0.677,0,5,-0.17356913,,
9477,In2SeTe+TeInGaS,0.199,Direct,4.118,0.5986,0.0338,0.0012,0.6765,2,-0.14555969,,
9478,In2SeTe+TeInGaSe,0.445,Indirect,4.131,0.5253,0.1023,0.3782,0.2987,5,-0.20135502,,
9479,In2SSe+In2STe,0.592,Direct,4.076,0.3167,0.325,0.6824,0,5,-0.19507836,,
9480,In2SSe+InAlS2,1.373,Indirect,3.874,0.2014,0.3722,0.5426,0.0663,5,-0.04365964,,
9481,In2SSe+InAlSe2,1.161,Indirect,3.932,0.1452,0.4568,0.506,0.129,6,-0.19445168,,
9482,In2SSe+InAlTe2,0.237,Direct,4.12,0.1333,0.5071,0.6765,0,5,-0.14120237,,
9483,In2SSe+InGaS2,1.025,Indirect,3.89,0.5797,0.0592,0.4361,0.2365,5,-0.09352171,,
9484,In2SSe+InGaSe2,0.984,Indirect,3.945,0.4064,0.2253,0.4846,0.2108,6,-0.213932,,
9485,In2SSe+InGaTe2,0.553,Direct,4.125,0.211,0.4489,0.6781,0,5,-0.14176176,,
9486,In2SSe+SeGaAlS,1.392,Indirect,3.845,0.1273,0.464,0.5482,0.0373,5,0.02879018,,
9487,In2SSe+SeGaAlTe,0.868,Indirect,3.971,0.1081,0.5138,0.5049,0.0733,2,-0.22892721,,
9488,In2SSe+SeInAlS,1.1,Direct,3.902,0.1831,0.3999,0.7243,0,5,-0.12828012,,
9489,In2SSe+SeInAlTe,0.845,Indirect,4.04,0.097,0.5358,0.4908,0.1155,2,-0.21652494,,
9490,In2SSe+SeInGaS,0.933,Indirect,3.918,0.5686,0.0681,0.4251,0.2589,5,-0.16445376,,
9491,In2SSe+SeInGaTe,0.874,Indirect,4.04,0.1324,0.5047,0.5162,0.1588,6,-0.2228861,,
9492,In2SSe+SGaAlSe,1.26,Indirect,3.846,0.1626,0.4364,0.5385,0.0452,5,-0.00550144,,
9493,In2SSe+SGaAlTe,0.966,Indirect,3.918,0.1473,0.4672,0.5171,0.0624,5,-0.19968701,,
9494,In2SSe+SInAlSe,1.217,Indirect,3.905,0.1385,0.4626,0.5231,0.0962,5,-0.16054365,,
9495,In2SSe+SInAlTe,0.924,Indirect,3.992,0.0853,0.5422,0.5008,0.0932,2,-0.22971135,,
9496,In2SSe+SInGaSe,1.08,Indirect,3.917,0.4094,0.2211,0.5035,0.1843,6,-0.1885055,,
9497,In2SSe+SInGaTe,0.945,Indirect,4.003,0.1489,0.4845,0.523,0.1501,6,-0.23929732,,
9498,In2SSe+TeGaAlS,0.63,Direct,3.924,0.1074,0.4991,0.6794,0,2,-0.16279407,,
9499,In2SSe+TeGaAlSe,0.749,Direct,3.954,0.1189,0.4941,0.6746,0,2,-0.20789248,,
9500,In2SSe+TeInAlS,-0.014,Indirect,3.952,0.4841,0.1628,0.6938,0,3,-0.2018564,,
9501,In2SSe+TeInAlSe,0.026,Direct,4.019,0.1654,0.4403,0.6863,0,5,-0.21340977,,
9502,In2SSe+TeInGaS,0.034,Direct,3.967,0.5554,0.0852,0.6958,0,1,-0.20685239,,
9503,In2SSe+TeInGaSe,0.265,Direct,4.03,0.445,0.1913,0.6881,0,5,-0.21919183,,
9504,In2STe+InAlS2,0.342,Direct,3.947,0.4448,0.0658,0.0001,0.6951,2,0.15378108,,
9505,In2STe+InAlSe2,0.666,Direct,4.019,0.295,0.2507,0.0008,0.6864,5,-0.11552772,,
9506,In2STe+InAlTe2,0.665,Direct,4.185,0.0983,0.5537,0.6687,0,2,-0.23090077,,
9507,In2STe+InGaS2,-0.034,Indirect,3.975,0.0095,0.6816,0.0002,0.6933,3,0.07665387,,
9508,In2STe+InGaSe2,0.216,Direct,4.035,0.519,0.1088,0.0017,0.6842,2,-0.15118198,,
9509,In2STe+InGaTe2,0.819,Indirect,4.18,0.2264,0.4302,0.427,0.2388,6,-0.23880379,,
9510,In2STe+SeGaAlS,0.324,Direct,3.921,0.4745,0.062,0,0.6974,2,0.26566377,,
9511,In2STe+SeGaAlTe,0.833,Direct,4.024,0.1966,0.4277,0.0062,0.6807,5,-0.16357158,,
9512,In2STe+SeInAlS,0.498,Direct,3.987,0.4079,0.1032,0.0002,0.6906,5,0.0200846,,
9513,In2STe+SeInAlTe,0.908,Indirect,4.115,0.105,0.5375,0.4496,0.1633,5,-0.22985165,,
9514,In2STe+SeInGaS,0.002,Indirect,4.004,0.1322,0.543,0.0005,0.6891,1,-0.04297065,,
9515,In2STe+SeInGaTe,0.882,Indirect,4.113,0.2226,0.4161,0.4619,0.2095,6,-0.24647921,,
9516,In2STe+SGaAlSe,0.326,Direct,3.924,0.4524,0.1282,0.0001,0.6968,5,0.22311809,,
9517,In2STe+SGaAlTe,0.713,Direct,3.997,0.235,0.3801,0.0056,0.6843,5,-0.09607075,,
9518,In2STe+SInAlSe,0.598,Direct,3.987,0.3186,0.2331,0.0005,0.6908,5,-0.03335716,,
9519,In2STe+SInAlTe,0.917,Direct,4.073,0.1037,0.5313,0.0038,0.6775,1,-0.2060851,,
9520,In2STe+SInGaSe,0.128,Direct,4.002,0.5257,0.1073,0.0012,0.6889,2,-0.07940957,,
9521,In2STe+SInGaTe,0.778,Direct,4.076,0.2444,0.3942,0.0131,0.6698,5,-0.22575635,,
9522,In2STe+TeGaAlS,0.704,Direct,4.008,0.3137,0.2174,0.0002,0.6886,5,-0.03727421,,
9523,In2STe+TeGaAlSe,0.808,Direct,4.038,0.2307,0.3339,0.0009,0.6854,5,-0.14830141,,
9524,In2STe+TeInAlS,0.191,Direct,4.046,0.3579,0.1665,0.685,0,5,-0.15058308,,
9525,In2STe+TeInAlSe,0.395,Direct,4.1,0.3011,0.2374,0.6786,0,5,-0.21212505,,
9526,In2STe+TeInGaS,0.051,Direct,4.066,0.5861,0.048,0.0013,0.6825,2,-0.18433571,,
9527,In2STe+TeInGaSe,0.365,Direct,4.114,0.5452,0.0844,0.0028,0.6758,2,-0.23237116,,
9528,InAlS2+InAlSe2,0.376,Indirect,3.811,0.0036,0.2759,0.7333,0,2,-0.12574851,,
9529,InAlS2+InAlTe2,-0.095,Indirect,3.977,0.6142,0.0528,0.6895,0,3,0.25581162,,
9530,InAlS2+InGaS2,1.206,Indirect,3.732,0.0077,0.2846,0.5562,0.1155,2,-0.17927375,,
9531,InAlS2+InGaSe2,0.798,Indirect,3.821,0.0048,0.2742,0.7345,0,2,-0.11916054,,
9532,InAlS2+InGaTe2,-0.031,Indirect,3.986,0.6781,0.008,0.691,0,3,0.27365871,,
9533,InAlS2+SeGaAlS,0.742,Indirect,3.706,0.0033,0.2908,0.7265,0,2,-0.17595737,,
9534,InAlS2+SeGaAlTe,0.339,Indirect,3.825,0.0043,0.2753,0.5679,0.0013,2,-0.09049051,,
9535,InAlS2+SeInAlS,0.139,Indirect,3.766,0.0044,0.2794,0.7369,0,2,-0.16701016,,
9536,InAlS2+SeInAlTe,0.534,Direct,3.915,0.0745,0.4414,0.6395,0.0006,2,0.05194352,,
9537,InAlS2+SeInGaS,0.913,Indirect,3.783,0.0073,0.2778,0.7376,0,2,-0.16603511,,
9538,InAlS2+SeInGaTe,0.332,Direct,3.899,0.0925,0.4339,0.685,0.0018,2,0.06368593,,
9539,InAlS2+SGaAlSe,0.827,Indirect,3.698,0.0049,0.2932,0.5351,0.0467,2,-0.18442121,,
9540,InAlS2+SGaAlTe,0.122,Indirect,3.783,0.0046,0.2791,0.5731,0.0011,2,-0.16320777,,
9541,InAlS2+SInAlSe,0.8,Indirect,3.778,0.0036,0.279,0.5618,0.0427,2,-0.17139694,,
9542,InAlS2+SInAlTe,0.349,Direct,3.869,0.0619,0.4434,0.5614,0.0007,2,-0.04022594,,
9543,InAlS2+SInGaSe,1.03,Indirect,3.797,0.0045,0.2771,0.5915,0.0836,2,-0.16970726,,
9544,InAlS2+SInGaTe,0.235,Direct,3.891,0.0755,0.4421,0.6861,0.0009,2,-0.03056116,,
9545,InAlS2+TeGaAlS,-0.188,Indirect,3.785,0.0055,0.2782,0.6993,0,3,-0.15827312,,
9546,InAlS2+TeGaAlSe,-0.059,Indirect,3.83,0.0035,0.2741,0.6856,0.0038,3,-0.0935162,,
9547,InAlS2+TeInAlS,-0.24,Indirect,3.836,0.0471,0.2381,0.6995,0,3,-0.12177348,,
9548,InAlS2+TeInAlSe,-0.172,Indirect,3.883,0.0107,0.2684,0.6974,0,3,-0.00977687,,
9549,InAlS2+TeInGaS,-0.109,Indirect,3.841,0.0324,0.2608,0.7055,0,3,-0.06241332,,
9550,InAlS2+TeInGaSe,-0.055,Indirect,3.893,0.114,0.4207,0.7,0,3,0.03131151,,
9551,Al2SSe+Al2STe,0.588,Indirect,3.748,0.082,0.1438,0.5781,0,5,-0.10389192,,
9552,Al2SSe+Ga2SeTe,0.922,Indirect,3.825,0.0438,0.2039,0.6976,0,2,0.01785868,,
9553,Al2SSe+Ga2SSe,1.74,Indirect,3.691,0.0867,0.1869,0.2725,0.2836,6,-0.17867334,,
9554,Al2SSe+Ga2STe,0.785,Indirect,3.775,0.477,0.0254,0.7063,0,1,-0.0738139,,
9555,Al2SSe+GaAlS2,1.614,Indirect,3.626,0.0373,0.2019,0.4583,0.0984,2,-0.16315906,,
9556,Al2SSe+GaAlSe2,1.468,Indirect,3.712,0.0224,0.2124,0.4332,0.1279,5,-0.15071705,,
9557,Al2SSe+GaAlTe2,0.576,Indirect,3.878,0.0115,0.2108,0.6865,0,2,0.25279119,,
9558,Al2SSe+In2SeTe,0.593,Direct,3.918,0.1727,0.3258,0.7003,0,5,0.41952729,,
9559,Al2SSe+In2SSe,1.503,Indirect,3.824,0.5134,0.0725,0.0729,0.4244,2,0.03669389,,
9560,Al2SSe+In2STe,0.533,Direct,3.884,0.4185,0.1482,0.703,0,5,0.27992099,,
9561,Al2SSe+InAlS2,1.463,Indirect,3.688,0.0405,0.1962,0.7194,0,2,-0.16695566,,
9562,Al2SSe+InAlSe2,0.94,Indirect,3.778,0.0261,0.2053,0.7368,0,2,-0.05345648,,
9563,Al2SSe+InAlTe2,-0.037,Indirect,3.931,0.0117,0.2078,0.6938,0,3,0.45877959,,
9564,Al2SSe+InGaS2,1.682,Indirect,3.712,0.6036,0.0289,0.1935,0.3368,5,-0.16551898,,
9565,Al2SSe+InGaSe2,1.422,Indirect,3.79,0.0318,0.21,0.737,0,2,-0.03711531,,
9566,Al2SSe+InGaTe2,0.302,Indirect,3.935,0.0145,0.2093,0.6983,0,2,0.47505327,,
9567,Al2SSe+SeGaAlS,1.372,Indirect,3.66,0.0357,0.2001,0.7348,0,2,-0.16403386,,
9568,Al2SSe+SeGaAlTe,0.817,Indirect,3.801,0.0166,0.2115,0.5712,0.0006,2,-0.00035631,,
9569,Al2SSe+SeInAlS,0.644,Indirect,3.728,0.0326,0.2,0.7404,0,2,-0.13432236,,
9570,Al2SSe+SeInAlTe,1.135,Indirect,3.87,0.0145,0.2091,0.6348,0.0004,2,0.18753414,,
9571,Al2SSe+SeInGaS,1.297,Direct,3.746,0.5961,0.0328,0.7409,0,1,-0.12024027,,
9572,Al2SSe+SeInGaTe,0.904,Indirect,3.869,0.0176,0.2108,0.6903,0.0007,2,0.1998259,,
9573,Al2SSe+SGaAlSe,1.522,Indirect,3.675,0.0231,0.2149,0.4577,0.0994,2,-0.1885235,,
9574,Al2SSe+SGaAlTe,0.613,Indirect,3.758,0.0168,0.2143,0.5773,0.0003,2,-0.10535658,,
9575,Al2SSe+SInAlSe,1.51,Indirect,3.742,0.0261,0.2075,0.4078,0.1616,5,-0.11985041,,
9576,Al2SSe+SInAlTe,0.967,Indirect,3.836,0.0132,0.212,0.5658,0.0005,2,0.07102754,,
9577,Al2SSe+SInGaSe,1.604,Indirect,3.756,0.0287,0.2132,0.3169,0.2623,5,-0.11099171,,
9578,Al2SSe+SInGaTe,0.792,Indirect,3.843,0.0198,0.2111,0.6941,0.0006,2,0.08486093,,
9579,Al2SSe+TeGaAlS,0.099,Indirect,3.754,0.0276,0.2014,0.7056,0,2,-0.09539196,,
9580,Al2SSe+TeGaAlSe,0.367,Indirect,3.809,0.014,0.212,0.6973,0,2,-0.00330918,,
9581,Al2SSe+TeInAlS,-0.337,Indirect,3.779,0.2194,0.0644,0.7037,0,3,-0.02010201,,
9582,Al2SSe+TeInAlSe,-0.139,Indirect,3.842,0.0522,0.1832,0.7024,0,3,0.12905043,,
9583,Al2SSe+TeInGaS,-0.045,Indirect,3.816,0.7049,0.0008,0.7088,0,3,0.03589297,,
9584,Al2SSe+TeInGaSe,0.137,Direct,3.867,0.4419,0.1395,0.7041,0,5,0.16582245,,
9585,InAlSe2+InAlTe2,0.001,Direct,4.072,0.1215,0.4031,0.6497,0.0228,5,-0.0391289,,
9586,InAlSe2+InGaS2,1.236,Indirect,3.836,0.5714,0.0587,0.4699,0.1917,5,-0.15813553,,
9587,InAlSe2+InGaSe2,1.121,Indirect,3.914,0.2809,0.2714,0.5314,0.1471,6,-0.22025103,,
9588,InAlSe2+InGaTe2,0.281,Direct,4.079,0.1388,0.4,0.6822,0,5,-0.03814106,,
9589,InAlSe2+SeGaAlS,1.166,Indirect,3.804,0.0068,0.3254,0.5446,0.0393,2,-0.07169259,,
9590,InAlSe2+SeGaAlTe,0.89,Indirect,3.928,0.0556,0.4389,0.5063,0.0635,2,-0.21833273,,
9591,InAlSe2+SeInAlS,0.77,Indirect,3.847,0.0131,0.3121,0.731,0,2,-0.17156985,,
9592,InAlSe2+SeInAlTe,0.72,Indirect,4.003,0.0779,0.4265,0.5053,0.0897,2,-0.16297395,,
9593,InAlSe2+SeInGaS,1.11,Indirect,3.864,0.5451,0.0773,0.481,0.1931,5,-0.19391101,,
9594,InAlSe2+SeInGaTe,0.856,Indirect,3.994,0.088,0.4225,0.5385,0.1316,2,-0.1647039,,
9595,InAlSe2+SGaAlSe,1.079,Indirect,3.801,0.0076,0.3264,0.5322,0.0495,2,-0.09982431,,
9596,InAlSe2+SGaAlTe,0.862,Indirect,3.879,0.0069,0.3158,0.5577,0.0046,2,-0.22227057,,
9597,InAlSe2+SInAlSe,1.177,Indirect,3.862,0.0128,0.3143,0.5239,0.0891,2,-0.1916263,,
9598,InAlSe2+SInAlTe,0.918,Indirect,3.955,0.0515,0.4437,0.5047,0.0828,2,-0.19879156,,
9599,InAlSe2+SInGaSe,1.284,Indirect,3.873,0.3347,0.2346,0.5245,0.1478,6,-0.21340116,,
9600,InAlSe2+SInGaTe,0.836,Direct,3.959,0.0837,0.4233,0.6725,0.005,2,-0.20410759,,
9601,InAlSe2+TeGaAlS,0.25,Indirect,3.873,0.0109,0.3107,0.6876,0,2,-0.19038281,,
9602,InAlSe2+TeGaAlSe,0.468,Indirect,3.919,0.0069,0.3108,0.6794,0,2,-0.20745676,,
9603,InAlSe2+TeInAlS,-0.095,Indirect,3.922,0.0454,0.2703,0.6956,0,3,-0.20246528,,
9604,InAlSe2+TeInAlSe,-0.008,Indirect,3.968,0.2012,0.3331,0.6906,0,3,-0.17255958,,
9605,InAlSe2+TeInGaS,0.015,Indirect,3.948,0.6951,0,0.6726,0.0109,1,-0.19737446,,
9606,InAlSe2+TeInGaSe,0.152,Direct,3.998,0.327,0.2372,0.6908,0,5,-0.16806212,,
9607,InAlTe2+InGaS2,-0.011,Indirect,4.013,0.0196,0.6653,0.0007,0.6876,3,0.19776922,,
9608,InAlTe2+InGaSe2,0.313,Direct,4.091,0.5497,0.0709,0.0015,0.6764,2,-0.07236555,,
9609,InAlTe2+InGaTe2,0.965,Indirect,4.221,0.4022,0.1738,0.4416,0.1973,6,-0.24353264,,
9610,InAlTe2+SeGaAlS,0.369,Direct,3.971,0.5279,0.0083,0,0.6902,2,0.44868093,,
9611,InAlTe2+SeGaAlTe,1.058,Indirect,4.082,0.018,0.3501,0.5007,0.0833,2,-0.09428805,,
9612,InAlTe2+SeInAlS,0.617,Direct,4.035,0.4788,0.0132,0.0002,0.6838,2,0.14730072,,
9613,InAlTe2+SeInAlTe,1.068,Indirect,4.149,0.0201,0.3376,0.4789,0.1146,2,-0.1952276,,
9614,InAlTe2+SeInGaS,0.008,Direct,4.06,0.0003,0.6796,0.6017,0.0239,2,0.06992613,,
9615,InAlTe2+SeInGaTe,1.064,Indirect,4.153,0.4908,0.1203,0.4781,0.1689,5,-0.2133025,,
9616,InAlTe2+SGaAlSe,0.454,Direct,3.957,0.5301,0.0453,0.0005,0.6927,2,0.3722132,,
9617,InAlTe2+SGaAlTe,1.105,Direct,4.051,0.5108,0.0817,0.0046,0.6777,2,0.0018615,,
9618,InAlTe2+SInAlSe,0.75,Direct,4.039,0.4753,0.0364,0.0004,0.6837,2,0.08452131,,
9619,InAlTe2+SInAlTe,1.199,Indirect,4.112,0.0182,0.3359,0.481,0.1086,2,-0.14725685,,
9620,InAlTe2+SInGaSe,0.171,Direct,4.054,0.558,0.072,0.0009,0.6816,2,0.02921614,,
9621,InAlTe2+SInGaTe,1.098,Indirect,4.122,0.53,0.1088,0.4947,0.1541,5,-0.17313449,,
9622,InAlTe2+TeGaAlS,0.889,Direct,4.051,0.4654,0.0112,0.0002,0.6821,2,0.07672224,,
9623,InAlTe2+TeGaAlSe,1.032,Direct,4.092,0.4382,0.0356,0.0008,0.6761,2,-0.06967129,,
9624,InAlTe2+TeInAlS,0.432,Direct,4.103,0.4544,0.0218,0.6785,0,1,-0.08469942,,
9625,InAlTe2+TeInAlSe,0.601,Direct,4.139,0.4234,0.0389,0.6741,0,1,-0.17044465,,
9626,InAlTe2+TeInGaS,0.24,Direct,4.127,0.602,0.0266,0.0013,0.6743,2,-0.13454917,,
9627,InAlTe2+TeInGaSe,0.46,Indirect,4.151,0.5464,0.0737,0.3928,0.2538,5,-0.19915771,,
9628,InGaS2+InGaSe2,0.842,Direct,3.839,0.1085,0.544,0.7317,0,2,-0.14976828,,
9629,InGaS2+InGaTe2,-0.025,Indirect,4.01,0.45,0.23,0.6874,0,3,0.19122389,,
9630,InGaS2+SeGaAlS,1.039,Indirect,3.728,0.0331,0.6072,0.5452,0.0412,2,-0.16910487,,
9631,InGaS2+SeGaAlTe,0.372,Direct,3.869,0.0878,0.5546,0.5619,0.0008,2,-0.13545319,,
9632,InGaS2+SeInAlS,0.276,Direct,3.78,0.0419,0.6014,0.7361,0,2,-0.183746,,
9633,InGaS2+SeInAlTe,0.504,Indirect,3.942,0.1306,0.5142,0.5208,0.0779,5,-0.0079956,,
9634,InGaS2+SeInGaS,0.927,Direct,3.796,0.1619,0.4835,0.7357,0,5,-0.18575719,,
9635,InGaS2+SeInGaTe,0.336,Direct,3.944,0.1471,0.5135,0.6775,0.0015,5,-0.00387626,,
9636,InGaS2+SGaAlSe,1.089,Indirect,3.721,0.0412,0.5991,0.5245,0.0604,2,-0.18454712,,
9637,InGaS2+SGaAlTe,0.228,Direct,3.807,0.0693,0.5736,0.5701,0.0009,2,-0.1918006,,
9638,InGaS2+SInAlSe,0.939,Indirect,3.793,0.0486,0.5957,0.5404,0.0704,2,-0.18748732,,
9639,InGaS2+SInAlTe,0.415,Direct,3.884,0.0777,0.5678,0.5591,0.0008,2,-0.08441245,,
9640,InGaS2+SInGaSe,1.001,Indirect,3.803,0.0883,0.5606,0.5417,0.1427,5,-0.18964477,,
9641,InGaS2+SInGaTe,0.181,Direct,3.903,0.1108,0.5441,0.6829,0.0011,2,-0.08251762,,
9642,InGaS2+TeGaAlS,0.012,Indirect,3.807,0.6917,0.0021,0.6968,0,1,-0.17640559,,
9643,InGaS2+TeGaAlSe,0.003,Direct,3.853,0.0606,0.5848,0.6878,0,2,-0.13109589,,
9644,InGaS2+TeInAlS,-0.116,Indirect,3.852,0.6931,0,0.6983,0,3,-0.14781411,,
9645,InGaS2+TeInAlSe,-0.117,Indirect,3.895,0.6919,0,0.6959,0,3,-0.05543945,,
9646,InGaS2+TeInGaS,-0.086,Indirect,3.863,0.7009,0,0.7044,0,3,-0.10078712,,
9647,InGaS2+TeInGaSe,-0.072,Indirect,3.918,0.6952,0.0004,0.6978,0,3,-0.02216463,,
9648,InGaSe2+InGaTe2,0.291,Direct,4.095,0.188,0.4723,0.681,0,5,-0.07601619,,
9649,InGaSe2+SeGaAlS,1.284,Indirect,3.815,0.0477,0.5721,0.5403,0.0498,2,-0.04689593,,
9650,InGaSe2+SeGaAlTe,0.763,Indirect,3.934,0.0681,0.5625,0.4832,0.0957,2,-0.22556133,,
9651,InGaSe2+SeInAlS,0.863,Direct,3.863,0.0836,0.5347,0.7284,0,2,-0.16468565,,
9652,InGaSe2+SeInAlTe,0.672,Indirect,3.997,0.0953,0.5448,0.4728,0.142,5,-0.18262872,,
9653,InGaSe2+SeInGaS,0.951,Indirect,3.885,0.5154,0.1224,0.3815,0.3063,5,-0.19080416,,
